"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060760","positive regulation of response to cytokine stimulus","4/84","65/28905",0.0615384615384615,21.1758241758242,8.79132690239654,3.92511804362043e-05,0.00229800781275583,0.00180279055694815,"Irgm1/Mmp12/Parp14/Igtp",4
"GO:0060333","type II interferon-mediated signaling pathway","3/84","23/28905",0.130434782608696,44.8835403726708,11.3662194938453,4.02030758004869e-05,0.00229800781275583,0.00180279055694815,"Irgm1/Parp14/Igtp",3
"GO:0032479","regulation of type I interferon production","5/84","136/28905",0.0367647058823529,12.6509978991597,7.35248741169122,4.90705094862772e-05,0.0026893676823896,0.00210981295845083,"Irgm1/Mmp12/Xaf1/Igtp/Oas3",5
"GO:0045824","negative regulation of innate immune response","5/84","137/28905",0.0364963503649635,12.5586548488008,7.32110842352039,5.08138050556467e-05,0.0026893676823896,0.00210981295845083,"Mmp12/Parp14/Oas3/Stat2/Ceacam1",5
"GO:0050688","regulation of defense response to virus","4/84","71/28905",0.0563380281690141,19.3863179074447,8.37405071779407,5.5588993933449e-05,0.00283702401181781,0.00222564956913997,"Irgm1/Mmp12/Igtp/Dtx3l",4
"GO:0032606","type I interferon production","5/84","141/28905",0.0354609929078014,12.202380952381,7.19878740680116,5.82709497227023e-05,0.0028713512811635,0.00225257936314621,"Irgm1/Mmp12/Xaf1/Igtp/Oas3",5
"GO:0032102","negative regulation of response to external stimulus","8/84","470/28905",0.0170212765957447,5.85714285714286,5.73148663854787,6.81207375522822e-05,0.00324481779874038,0.00254556440326949,"Irgm1/Mmp12/Parp14/Igtp/Muc16/Oas3/Stat2/Ceacam1",8
"GO:0141086","negative regulation of inflammasome-mediated signaling pathway","3/84","28/28905",0.107142857142857,36.8686224489796,10.2513667633024,7.3591382227108e-05,0.0033923253291141,0.00266128428087844,"Irgm1/Igtp/Trim30a",3
"GO:0030522","intracellular receptor signaling pathway","7/84","356/28905",0.0196629213483146,6.76615168539326,5.90989419977737,8.14065392536254e-05,0.00354697953819343,0.00278261073859232,"Irgm1/Hmga1/Gbp2/Fabp5/Igtp/Oas3/Trim30a",7
"GO:0060339","negative regulation of type I interferon-mediated signaling pathway","3/84","29/28905",0.103448275862069,35.5972906403941,10.0632130411549,8.19106541360274e-05,0.00354697953819343,0.00278261073859232,"Mmp12/Oas3/Stat2",3
"GO:0002757","immune response-activating signaling pathway","8/84","486/28905",0.0164609053497942,5.66431510875955,5.59842308237408,8.59403445807713e-05,0.00361202212958595,0.00283363674856104,"Irgm1/Ctla4/Gbp2/Igtp/Phpt1/Oas3/S100a9/Trim30a",8
"GO:0016239","positive regulation of macroautophagy","4/84","80/28905",0.05,17.2053571428571,7.83579448311451,8.87058212621097e-05,0.00362173195953013,0.002841254124636,"Irgm1/Igtp/Hspb8/Sesn1",4
"GO:0002764","immune response-regulating signaling pathway","8/84","497/28905",0.0160965794768612,5.53894797355562,5.51032436221633,0.000100310479083677,0.00395433486900265,0.00310218160324689,"Irgm1/Ctla4/Gbp2/Igtp/Phpt1/Oas3/S100a9/Trim30a",8
"GO:0001960","negative regulation of cytokine-mediated signaling pathway","4/84","83/28905",0.0481927710843374,16.5834767641997,7.67547818402252,0.000102386557140027,0.00395433486900265,0.00310218160324689,"Mmp12/Parp14/Oas3/Stat2",4
"GO:0010508","positive regulation of autophagy","5/84","160/28905",0.03125,10.7533482142857,6.67877263597482,0.000105919406458502,0.00398312715339997,0.00312476919330483,"Irgm1/Igtp/Hspb8/Sesn1/Trim30a",5
"GO:0060761","negative regulation of response to cytokine stimulus","4/84","87/28905",0.0459770114942529,15.8210180623974,7.47428818648641,0.000122930936236917,0.00450431558673215,0.0035336422966887,"Mmp12/Parp14/Oas3/Stat2",4
"GO:0002221","pattern recognition receptor signaling pathway","6/84","267/28905",0.0224719101123595,7.73274478330658,5.96678700182294,0.000130643580672357,0.00455340675075118,0.00357215438808884,"Irgm1/Gbp2/Igtp/Oas3/S100a9/Trim30a",6
"GO:0009165","nucleotide biosynthetic process","6/84","267/28905",0.0224719101123595,7.73274478330658,5.96678700182294,0.000130643580672357,0.00455340675075118,0.00357215438808884,"Rrm2b/Rfk/Nmrk1/Nppb/Eno1b/Oasl2",6
"GO:1901293","nucleoside phosphate biosynthetic process","6/84","269/28905",0.0223048327137546,7.67525225703664,5.93815787799907,0.000136056016182309,0.00462914397915521,0.00363157035674583,"Rrm2b/Rfk/Nmrk1/Nppb/Eno1b/Oasl2",6
"GO:0062207","regulation of pattern recognition receptor signaling pathway","5/84","171/28905",0.0292397660818713,10.0616123642439,6.41607727841088,0.000144646295399505,0.00475172988282065,0.00372773918102759,"Irgm1/Gbp2/Igtp/S100a9/Trim30a",5
"GO:0007218","neuropeptide signaling pathway","4/84","91/28905",0.043956043956044,15.1255886970173,7.28600678499426,0.000146309387574604,0.00475172988282065,0.00372773918102759,"Nppb/Agrp/Pdyn/Ltb4r2",4
"GO:0002758","innate immune response-activating signaling pathway","6/84","278/28905",0.0215827338129496,7.42677286742035,5.81288224206741,0.000162654915548896,0.00516519720709716,0.00405210491367424,"Irgm1/Gbp2/Igtp/Oas3/S100a9/Trim30a",6
"GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","5/84","179/28905",0.0279329608938547,9.61193136472466,6.23955463642176,0.000179009318878666,0.00556096340603509,0.00436258408708878,"Irgm1/Gbp2/Igtp/Oas3/Trim30a",5
"GO:0090140","regulation of mitochondrial fission","3/84","38/28905",0.0789473684210526,27.1663533834586,8.7136130314106,0.000185571901118883,0.00564217546167837,0.00442629506588152,"Irgm1/Igtp/Stat2",3
"GO:1900225","regulation of NLRP3 inflammasome complex assembly","3/84","39/28905",0.0769230769230769,26.4697802197802,8.59267314170146,0.000200615350785844,0.00597248617235357,0.00468542431111675,"Irgm1/Igtp/Trim30a",3
"GO:0050792","regulation of viral process","5/84","191/28905",0.0261780104712042,9.00804038893044,5.99459966468611,0.000241838317574253,0.00705279501660425,0.00553292821088249,"Dynlt1f/Isg20/Oas3/Oasl2/Trim30a",5
"GO:0044546","NLRP3 inflammasome complex assembly","3/84","42/28905",0.0714285714285714,24.5790816326531,8.25552869210642,0.000250424907751203,0.00715714386352937,0.00561479003694801,"Irgm1/Igtp/Trim30a",3
"GO:0042742","defense response to bacterium","7/84","430/28905",0.0162790697674419,5.60174418604651,5.19025778234805,0.00025973473907459,0.00727766553210958,0.00570933946572628,"Irgm1/Gbp2/Igtp/Nlrc4/Rnf213/Oas3/Klk7",7
"GO:0032480","negative regulation of type I interferon production","3/84","44/28905",0.0681818181818182,23.4618506493506,8.04971085262752,0.000287697068619879,0.00790613675111167,0.00620237607449739,"Irgm1/Xaf1/Igtp",3
"GO:0140632","canonical inflammasome complex assembly","3/84","45/28905",0.0666666666666667,22.9404761904762,7.95185106433073,0.000307601985692177,0.0082936459915872,0.00650637765168161,"Irgm1/Igtp/Trim30a",3
"GO:1902965","regulation of protein localization to early endosome","2/84","10/28905",0.2,68.8214285714286,11.5802964854908,0.000369884619975072,0.00934075219112028,0.00732783402713941,"Dtx3l/Mgat3",2
"GO:1902966","positive regulation of protein localization to early endosome","2/84","10/28905",0.2,68.8214285714286,11.5802964854908,0.000369884619975072,0.00934075219112028,0.00732783402713941,"Dtx3l/Mgat3",2
"GO:0048525","negative regulation of viral process","4/84","116/28905",0.0344827586206897,11.865763546798,6.33052968107331,0.000370973978944323,0.00934075219112028,0.00732783402713941,"Isg20/Oas3/Oasl2/Trim30a",4
"GO:0060338","regulation of type I interferon-mediated signaling pathway","3/84","48/28905",0.0625,21.5066964285714,7.67635102422204,0.000372584237154553,0.00934075219112028,0.00732783402713941,"Mmp12/Oas3/Stat2",3
"GO:0039531","regulation of cytoplasmic pattern recognition receptor signaling pathway","4/84","118/28905",0.0338983050847458,11.6646489104116,6.26690998904977,0.000395837495287145,0.00975261690974708,0.00765094251326334,"Irgm1/Gbp2/Igtp/Trim30a",4
"GO:0016032","viral process","6/84","332/28905",0.0180722891566265,6.21880378657487,5.16328603476431,0.000420463458261391,0.0101837674890767,0.00798918078587656,"Dynlt1f/Pou2f3/Isg20/Oas3/Oasl2/Trim30a",6
"GO:0000266","mitochondrial fission","3/84","51/28905",0.0588235294117647,20.2415966386555,7.42484300663245,0.000445796681305489,0.0105207732417814,0.00825356230157063,"Irgm1/Igtp/Stat2",3
"GO:0071346","cellular response to type II interferon","4/84","122/28905",0.0327868852459016,11.2822014051522,6.14415392975536,0.000449102286738045,0.0105207732417814,0.00825356230157063,"Irgm1/Gbp2/Parp14/Igtp",4
"GO:0016241","regulation of macroautophagy","4/84","126/28905",0.0317460317460317,10.9240362811791,6.02698153483067,0.000507293064308025,0.0116922869176801,0.00917261652781064,"Irgm1/Igtp/Hspb8/Sesn1",4
"GO:0098586","cellular response to virus","3/84","54/28905",0.0555555555555556,19.1170634920635,7.19396541248112,0.000527651922483553,0.011881605651603,0.00932113735697187,"Irgm1/Mmp12/Igtp",3
"GO:1904415","regulation of xenophagy","2/84","12/28905",0.166666666666667,57.3511904761905,10.5405068353414,0.000540450921871374,0.011881605651603,0.00932113735697187,"Irgm1/Igtp",2
"GO:1904417","positive regulation of xenophagy","2/84","12/28905",0.166666666666667,57.3511904761905,10.5405068353414,0.000540450921871374,0.011881605651603,0.00932113735697187,"Irgm1/Igtp",2
"GO:0031331","positive regulation of cellular catabolic process","6/84","352/28905",0.0170454545454545,5.86546266233766,4.95831024953856,0.000571898506266835,0.0123824691735653,0.00971406553706826,"Irgm1/Igtp/Dtx3l/Hspb8/Sesn1/Trim30a",6
"GO:0006501","C-terminal protein lipidation","2/84","13/28905",0.153846153846154,52.9395604395604,10.112190384319,0.000637509225877192,0.0130142954825501,0.0102097342189355,"Irgm1/Igtp",2
"GO:0061762","CAMKK-AMPK signaling cascade","2/84","13/28905",0.153846153846154,52.9395604395604,10.112190384319,0.000637509225877192,0.0130142954825501,0.0102097342189355,"Irgm1/Igtp",2
"GO:1902946","protein localization to early endosome","2/84","13/28905",0.153846153846154,52.9395604395604,10.112190384319,0.000637509225877192,0.0130142954825501,0.0102097342189355,"Dtx3l/Mgat3",2
"GO:1905671","regulation of lysosome organization","2/84","13/28905",0.153846153846154,52.9395604395604,10.112190384319,0.000637509225877192,0.0130142954825501,0.0102097342189355,"Irgm1/Igtp",2
"GO:0050777","negative regulation of immune response","5/84","241/28905",0.020746887966805,7.1391523414345,5.16669266426163,0.000698427576154384,0.0140570845961213,0.0110278038340166,"Mmp12/Parp14/Oas3/Stat2/Ceacam1",5
"GO:0061635","regulation of protein complex stability","2/84","14/28905",0.142857142857143,49.1581632653061,9.73008737134904,0.000742357299736447,0.0141443810843118,0.0110962880592185,"Irgm1/Igtp",2
"GO:0160049","negative regulation of cGAS/STING signaling pathway","2/84","14/28905",0.142857142857143,49.1581632653061,9.73008737134904,0.000742357299736447,0.0141443810843118,0.0110962880592185,"Irgm1/Igtp",2
"GO:1901526","positive regulation of mitophagy","2/84","14/28905",0.142857142857143,49.1581632653061,9.73008737134904,0.000742357299736447,0.0141443810843118,0.0110962880592185,"Irgm1/Igtp",2
"GO:1905668","positive regulation of protein localization to endosome","2/84","14/28905",0.142857142857143,49.1581632653061,9.73008737134904,0.000742357299736447,0.0141443810843118,0.0110962880592185,"Dtx3l/Mgat3",2
"GO:0042060","wound healing","6/84","373/28905",0.0160857908847185,5.53523554193796,4.75940048281705,0.000773426200687391,0.01454244790503,0.0114085720738514,"Trim72/Mmp12/Pou2f3/Muc16/Ceacam1/S100a9",6
"GO:0039532","negative regulation of cytoplasmic pattern recognition receptor signaling pathway","3/84","63/28905",0.0476190476190476,16.3860544217687,6.60007616461083,0.000829018753715258,0.0150830091431637,0.0118326431714996,"Irgm1/Igtp/Trim30a",3
"GO:0034638","phosphatidylcholine catabolic process","2/84","15/28905",0.133333333333333,45.8809523809524,9.38637751574019,0.000854950133377368,0.0150830091431637,0.0118326431714996,"Gdpd3/Pnpla7",2
"GO:0140896","cGAS/STING signaling pathway","2/84","15/28905",0.133333333333333,45.8809523809524,9.38637751574019,0.000854950133377368,0.0150830091431637,0.0118326431714996,"Irgm1/Igtp",2
"GO:1903599","positive regulation of autophagy of mitochondrion","2/84","15/28905",0.133333333333333,45.8809523809524,9.38637751574019,0.000854950133377368,0.0150830091431637,0.0118326431714996,"Irgm1/Igtp",2
"GO:1905666","regulation of protein localization to endosome","2/84","15/28905",0.133333333333333,45.8809523809524,9.38637751574019,0.000854950133377368,0.0150830091431637,0.0118326431714996,"Dtx3l/Mgat3",2
"GO:0034341","response to type II interferon","4/84","149/28905",0.0268456375838926,9.23777564717162,5.44255656331815,0.000950220361477061,0.0162898853782923,0.0127794393782044,"Irgm1/Gbp2/Parp14/Igtp",4
"GO:0036499","PERK-mediated unfolded protein response","2/84","16/28905",0.125,43.0133928571429,9.0749781189785,0.000975242907132288,0.0162898853782923,0.0127794393782044,"Igtp/Agr2",2
"GO:0060700","regulation of ribonuclease activity","2/84","16/28905",0.125,43.0133928571429,9.0749781189785,0.000975242907132288,0.0162898853782923,0.0127794393782044,"Oas3/Oasl2",2
"GO:0045071","negative regulation of viral genome replication","3/84","67/28905",0.0447761194029851,15.4077825159915,6.37405888744638,0.000991756492590227,0.0162898853782923,0.0127794393782044,"Isg20/Oas3/Oasl2",3
"GO:0060337","type I interferon-mediated signaling pathway","3/84","67/28905",0.0447761194029851,15.4077825159915,6.37405888744638,0.000991756492590227,0.0162898853782923,0.0127794393782044,"Mmp12/Oas3/Stat2",3
"GO:0071357","cellular response to type I interferon","3/84","67/28905",0.0447761194029851,15.4077825159915,6.37405888744638,0.000991756492590227,0.0162898853782923,0.0127794393782044,"Mmp12/Oas3/Stat2",3
"GO:0099004","calmodulin dependent kinase signaling pathway","2/84","17/28905",0.117647058823529,40.4831932773109,8.79107706829625,0.00110319099103256,0.0179143173430174,0.0140538086776278,"Irgm1/Igtp",2
"GO:1903900","regulation of viral life cycle","4/84","160/28905",0.025,8.60267857142857,5.20606467516426,0.00123679380775211,0.0196685963347486,0.0154300431634247,"Isg20/Oas3/Oasl2/Trim30a",4
"GO:1901096","regulation of autophagosome maturation","2/84","18/28905",0.111111111111111,38.234126984127,8.53081064070962,0.00123874994410593,0.0196685963347486,0.0154300431634247,"Irgm1/Igtp",2
"GO:0016236","macroautophagy","5/84","275/28905",0.0181818181818182,6.25649350649351,4.72841841192259,0.00125783831452562,0.0197522082577704,0.0154956368417557,"Irgm1/Igtp/Rnf213/Hspb8/Sesn1",5
"GO:0034340","response to type I interferon","3/84","74/28905",0.0405405405405405,13.9502895752896,6.0218451143446,0.00132255236996969,0.0205426884422466,0.0161157697256032,"Mmp12/Oas3/Stat2",3
"GO:0070431","nucleotide-binding oligomerization domain containing 2 signaling pathway","2/84","19/28905",0.105263157894737,36.2218045112782,8.29103586764452,0.00138187551367622,0.0212333345058422,0.0166575825927015,"Irgm1/Igtp",2
"GO:0031333","negative regulation of protein-containing complex assembly","4/84","169/28905",0.0236686390532544,8.14454775993238,5.02885406946269,0.00151242393620092,0.0226756975971843,0.0177891185893715,"Irgm1/Xaf1/Igtp/Trim30a",4
"GO:0018410","C-terminal protein amino acid modification","2/84","20/28905",0.1,34.4107142857143,8.06916631702391,0.00153252363466553,0.0226756975971843,0.0177891185893715,"Irgm1/Igtp",2
"GO:0050687","negative regulation of defense response to virus","2/84","20/28905",0.1,34.4107142857143,8.06916631702391,0.00153252363466553,0.0226756975971843,0.0177891185893715,"Irgm1/Igtp",2
"GO:0051865","protein autoubiquitination","3/84","78/28905",0.0384615384615385,13.2348901098901,5.8413300395245,0.00153921810141839,0.0226756975971843,0.0177891185893715,"Rnf213/Dtx3l/Trim30a",3
"GO:0010506","regulation of autophagy","5/84","300/28905",0.0166666666666667,5.73511904761905,4.45076483591,0.00184257357433093,0.0268677309971316,0.0210777750447093,"Irgm1/Igtp/Hspb8/Sesn1/Trim30a",5
"GO:0034620","cellular response to unfolded protein","3/84","84/28905",0.0357142857142857,12.2895408163265,5.59403904076239,0.00190387705566469,0.0274812152782307,0.0215590543783401,"Igtp/Hspb8/Agr2",3
"GO:0015718","monocarboxylic acid transport","4/84","182/28905",0.021978021978022,7.56279434850864,4.79483519988897,0.00198225279596094,0.0281522081052802,0.0220854492520522,"Emb/Fabp5/Slco2a1/Ceacam1",4
"GO:0035872","nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","2/84","23/28905",0.0869565217391304,29.9223602484472,7.49114342352933,0.00202916545475428,0.0281522081052802,0.0220854492520522,"Irgm1/Igtp",2
"GO:0090141","positive regulation of mitochondrial fission","2/84","23/28905",0.0869565217391304,29.9223602484472,7.49114342352933,0.00202916545475428,0.0281522081052802,0.0220854492520522,"Irgm1/Igtp",2
"GO:0140467","integrated stress response signaling","2/84","23/28905",0.0869565217391304,29.9223602484472,7.49114342352933,0.00202916545475428,0.0281522081052802,0.0220854492520522,"Igtp/Agr2",2
"GO:0044090","positive regulation of vacuole organization","2/84","25/28905",0.08,27.5285714285714,7.1638975794031,0.00239707327761988,0.032623025844941,0.0255928124377461,"Irgm1/Igtp",2
"GO:1900101","regulation of endoplasmic reticulum unfolded protein response","2/84","25/28905",0.08,27.5285714285714,7.1638975794031,0.00239707327761988,0.032623025844941,0.0255928124377461,"Igtp/Agr2",2
"GO:0035357","peroxisome proliferator activated receptor signaling pathway","2/84","26/28905",0.0769230769230769,26.4697802197802,7.01430894807979,0.00259194175866062,0.0349423091804342,0.0274122936740175,"Hmga1/Fabp5",2
"GO:0010954","positive regulation of protein processing","2/84","27/28905",0.0740740740740741,25.489417989418,6.87291360240516,0.00279402953020643,0.0373146560622896,0.0292734033415627,"Nlrc4/Eno1b",2
"GO:0035967","cellular response to topologically incorrect protein","3/84","98/28905",0.0306122448979592,10.5338921282799,5.10385526185319,0.00295171015390934,0.0390155193679072,0.0306077331419256,"Igtp/Hspb8/Agr2",3
"GO:0032069","regulation of nuclease activity","2/84","28/28905",0.0714285714285714,24.5790816326531,6.73897677843631,0.00300329400312791,0.0390155193679072,0.0306077331419256,"Oas3/Oasl2",2
"GO:0036010","protein localization to endosome","2/84","28/28905",0.0714285714285714,24.5790816326531,6.73897677843631,0.00300329400312791,0.0390155193679072,0.0306077331419256,"Dtx3l/Mgat3",2
"GO:0045069","regulation of viral genome replication","3/84","101/28905",0.0297029702970297,10.2210042432815,5.01160232726833,0.00321403455802557,0.0410798300708013,0.0322271879675912,"Isg20/Oas3/Oasl2",3
"GO:1903319","positive regulation of protein maturation","2/84","29/28905",0.0689655172413793,23.7315270935961,6.61185299945313,0.0032196927697199,0.0410798300708013,0.0322271879675912,"Nlrc4/Eno1b",2
"GO:0007040","lysosome organization","3/84","102/28905",0.0294117647058824,10.1207983193277,4.98170688610178,0.00330454884966774,0.0414228097032913,0.0324962560008878,"Irgm1/Rab39/Igtp",3
"GO:0080171","lytic vacuole organization","3/84","102/28905",0.0294117647058824,10.1207983193277,4.98170688610178,0.00330454884966774,0.0414228097032913,0.0324962560008878,"Irgm1/Rab39/Igtp",3
"GO:0010800","positive regulation of peptidyl-threonine phosphorylation","2/84","30/28905",0.0666666666666667,22.9404761904762,6.49097258201341,0.00344318360302716,0.0424164600752225,0.0332757761998541,"Irgm1/Igtp",2
"GO:1901524","regulation of mitophagy","2/84","30/28905",0.0666666666666667,22.9404761904762,6.49097258201341,0.00344318360302716,0.0424164600752225,0.0332757761998541,"Irgm1/Igtp",2
"GO:0034121","regulation of toll-like receptor signaling pathway","2/84","31/28905",0.0645161290322581,22.2004608294931,6.37583055455679,0.00367372445617237,0.0448696773322249,0.0352003287973331,"S100a9/Trim30a",2
"GO:1903146","regulation of autophagy of mitochondrion","2/84","32/28905",0.0625,21.5066964285714,6.26597749472914,0.00391127346168651,0.047366184548729,0.037158842432615,"Irgm1/Igtp",2
"GO:0031640","killing of cells of another organism","3/84","110/28905",0.0272727272727273,9.38474025974026,4.756543900691,0.00408517643009515,0.0486476426550497,0.0381641482285205,"Gbp2/Igtp/Nppb",3
"GO:0141061","disruption of cell in another organism","3/84","110/28905",0.0272727272727273,9.38474025974026,4.756543900691,0.00408517643009515,0.0486476426550497,0.0381641482285205,"Gbp2/Igtp/Nppb",3
